식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴 / 바이오틴(μg),비타민 B6 (mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방(g),EPA + DHA(mg),가돌레산(20:1 n-11) / 에이코센산(20:1 n-9)(mg),감마 리놀렌산(18:3 n-6)(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),"도코사펜타에노산(DPA, 22:5 n-3)(mg)","도코사헥사에노산(DHA, 22:6 n-3)(mg)",디호모리놀렌산(20:3 n-3)(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2 n-6)(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1 n-7)(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4 n-3)(mg),아라키돈산(20:4 n-6)(mg),아라키드산(20:0)(mg),알파리놀렌산(18:3 n-3)(g),에루크산(22:1)(mg),에이코사디에노산(20:2 n-6)(mg),에이코사트리에노산(20:3 n-6)(mg),"에이코사펜타에노산(EPA, 20:5 n-3)(mg)",오메가3 지방산(g),오메가6 지방산(g),올레산(18:1 n-9)(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1 trans n-9)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글리신(mg),라이신(mg),류신 / 루신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신 / 이소루신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),카페인(mg),토코페롤(mg),토코트리에놀(mg),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자
D202-113000000-0025,크림빵_스마일슈크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,300,,6.94,,,,11.11,,,,,,271.0,,,,,,,,,,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,72g,따삐오,2,수집,2022-10-30,2025-04-08
D202-113000000-0026,크림빵_시원하게 즐기는 메론빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,327,,5.45,,,,15.45,,,,,,218.0,,,,,,,,,,6.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,110g,파리바게뜨,2,수집,2022-10-30,2025-04-08
D202-113000000-0027,크림빵_아몬드슈,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,277,,6.67,,,,13.33,,,,,,100.0,,,,,,,,,,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,30g,롤링핀,2,수집,2022-10-30,2025-04-08
D202-113000000-0028,크림빵_아이스허니와앙슈,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,267,,5.33,,,,13.33,,,,,,147.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3,식품의약품안전처,75g,메가커피,2,수집,2022-07-06,2025-04-08
D202-113000000-0029,크림빵_어니언크런치,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,248,,8.7,,,,4.35,,,,,,343.0,,,,,,,,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,230g,롤링핀,2,수집,2022-10-30,2025-04-08
D202-113000000-0030,크림빵_어둠의다크초코통통,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,400,,6.67,,,,21.11,,,,,,222.0,,,,,,,,,,15.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,90g,뚜레쥬르,2,수집,2022-10-30,2025-04-08
D202-113000000-0032,크림빵_요구르트 슈스틱,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,275,,5.0,20.0,,21.67,13.33,,,,,,92.0,,,,,,,,,50.0,3.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,3,식품의약품안전처,60g,공차,2,수집,2022-06-22,2025-04-08
D202-113000000-0033,크림빵_우유크림슈,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,304,,4.35,21.74,,21.74,8.7,,,,,,87.0,,,,,,,,,65.22,11.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,23g,파리바게뜨,2,수집,2023-10-31,2025-04-08
D202-113000000-0034,크림빵_진한쌀크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,325,,5.59,,,,13.99,,,,,,210.0,,,,,,,,,,11.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,143g,뚜레쥬르,2,수집,2022-10-30,2025-04-08
D202-113000000-0035,크림빵_초코가나슈크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,299,,7.79,,,,15.58,,,,,,260.0,,,,,,,,,,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,77g,뚜레쥬르,2,수집,2022-10-30,2025-04-08
D202-113000000-0036,크림빵_초코크로칸슈,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,277,,3.64,,,,17.27,,,,,,148.0,,,,,,,,,,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,110g,롤링핀,2,수집,2022-10-30,2025-04-08
D202-113000000-0037,크림빵_초코크림아몬드볼,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,400,,8.75,,,,17.5,,,,,,213.0,,,,,,,,,,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,80g,파리바게뜨,2,수집,2022-10-30,2025-04-08
D202-113000000-0038,크림빵_초콜릿크로캉롱슈,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,286,,4.4,,,,12.09,,,,,,66.0,,,,,,,,,,14.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,3,식품의약품안전처,91g,투썸플레이스,2,수집,2022-07-12,2025-04-08
D202-113000000-0039,크림빵_촉촉브래드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,296,,7.27,,,,1.82,,,,,,227.0,,,,,,,,,,6.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,110g,롤링핀,2,수집,2022-10-30,2025-04-08
D202-113000000-0040,크림빵_치즈크림팡도르,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,326,,6.32,,,,15.79,,,,,,258.0,,,,,,,,,,12.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,190g,뚜레쥬르,2,수집,2022-10-30,2025-04-08
D202-113000000-0041,크림빵_카스타드롤,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,292,,7.69,,,,11.54,,,,,,379.0,,,,,,,,,,8.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,52g,따삐오,2,수집,2022-10-30,2025-04-08
D202-113000000-0042,크림빵_카페모카크림빵 (대),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,420,,7.06,,,,21.47,,,,,,264.0,,,,,,,,,,12.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,320g,뚜레쥬르,2,수집,2023-10-31,2025-04-08
D202-113000000-0043,크림빵_카페모카크림빵 (소),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,410,,7.74,,,,21.29,,,,,,271.0,,,,,,,,,,11.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,150g,뚜레쥬르,2,수집,2023-10-31,2025-04-08
D202-113000000-0044,크림빵_크리미 크로칸 슈,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,272,,3.64,6.36,,,17.27,,,,,,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,3,식품의약품안전처,110g,드롭탑,2,수집,2022-06-23,2025-04-08
D202-113000000-0045,크림빵_크리미크로칸슈,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,272,,3.64,,,,17.27,,,,,,151.0,,,,,,,,,,6.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,110g,롤링핀,2,수집,2022-10-30,2025-04-08
D202-113000000-0046,크림빵_크림듬뿍초코크림아몬드볼,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,400,,7.78,,,,15.56,,,,,,178.0,,,,,,,,,,11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,90g,파리바게뜨,2,수집,2022-10-30,2025-04-08
D202-113000000-0047,크림빵_크림코르네,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,272,,3.51,,,,12.28,,,,,,202.0,,,,,,,,,,12.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,52g,뚜레쥬르,2,수집,2023-10-31,2025-04-08
D202-113000000-0048,크림빵_티라미수 크림 데니쉬,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,345,,4.55,,,,21.82,,,,,,218.0,,,,,,,,,,12.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,3,식품의약품안전처,110g,스타벅스,2,수집,2022-06-24,2025-04-08
D202-113000000-0049,크림빵_후레쉬연유크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,454,,9.52,,,,15.48,,,,,,493.0,,,,,,,,,,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,84g,따삐오,2,수집,2022-10-30,2025-04-08
D202-113000000-0050,크림빵_후레쉬연유크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,417,,8.0,,,,15.0,,,,,,412.0,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,360g,따삐오,2,수집,2022-10-30,2025-04-08
D202-113000000-0053,크림빵_후레쉬크림샌드빵 (소),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,408,,7.2,,,,11.2,,,,,,368.0,,,,,,,,,,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,125g,파리바게뜨,2,수집,2023-10-31,2025-04-08
D202-113000000-0054,크림빵_후레쉬크림샌드빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,408,,7.6,,,,11.6,,,,,,368.0,,,,,,,,,,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,250g,파리바게뜨,2,수집,2023-10-31,2025-04-08
D202-113000000-0055,크림빵_단팥생크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,297,,4.88,13.82,,38.21,15.45,,,,,,163.0,,,,,,,,,0.0,2.28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,123g,파리바게뜨,2,수집,2023-10-31,2025-04-08
D202-113000000-0056,크림빵_단팥크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,289,,7.27,,,,19.09,,,,,,177.0,,,,,,,,,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3,식품의약품안전처,110g,카페게이트,2,수집,2023-06-30,2025-04-08
D202-113000000-0057,크림빵_단호박 미니 붕어빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,275,,4.8,,,,16.8,,,,,,265.0,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,3,식품의약품안전처,125g,더벤티,2,수집,2023-06-22,2025-04-08
D202-113000000-0058,크림빵_메론크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,322,,5.77,12.5,,47.12,16.35,,,,,,240.0,,,,,,,,,19.23,3.65,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,104g,파리바게뜨,2,수집,2023-10-31,2025-04-08
D202-113000000-0059,크림빵_바닐라 우유 크림슈,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,326,,4.35,26.09,,13.04,8.7,,,,,,87.0,,,,,,,,,108.7,18.26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,23g,파리바게뜨,2,수집,2023-10-31,2025-04-08
D202-113000000-0060,크림빵_보슬보슬옥수수크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,344,,6.67,16.67,,41.11,14.44,,,,,,289.0,,,,,,,,,27.78,8.89,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,90g,파리바게뜨,2,수집,2023-10-31,2025-04-08
D202-113000000-0061,크림빵_생크림메론크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,328,,5.17,14.66,,43.1,15.52,,,,,,216.0,,,,,,,,,21.55,6.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,116g,파리바게뜨,2,수집,2023-10-31,2025-04-08
D202-113000000-0062,크림빵_슈크림 콩빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,357,,5.13,,,,24.7,,,,,,239.0,,,,,,,,,,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3,식품의약품안전처,100g,청자다방,2,수집,2023-06-30,2025-04-08
D202-113000000-0063,크림빵_아이스슈,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,283,,3.33,,,,16.67,,,,,,139.0,,,,,,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3,식품의약품안전처,90g,카페게이트,2,수집,2023-06-30,2025-04-08
D202-113000000-0064,크림빵_연유크림브레드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,271,,4.0,,,,17.96,,,,,,329.0,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3,식품의약품안전처,100g,청자다방,2,수집,2023-06-30,2025-04-08
D202-113000000-0065,크림빵_옥수수콘크림샌드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,313,,6.09,14.78,,38.26,12.17,,,,,,278.0,,,,,,,,,13.04,7.83,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,115g,파리바게뜨,2,수집,2023-10-31,2025-04-08
D202-113000000-0066,크림빵_왕구름크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,359,,6.12,17.14,,45.31,19.18,,,,,,286.0,,,,,,,,,8.16,8.57,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,245g,파리바게뜨,2,수집,2023-10-31,2025-04-08
D202-113000000-0067,크림빵_우유버터브레드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,383,,7.59,,,,17.93,,,,,,241.0,,,,,,,,,,14.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,145g,뚜레쥬르,2,수집,2023-10-31,2025-04-08
D202-113000000-0068,크림빵_우유생크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,327,,4.81,,,,10.58,,,,,,183.0,,,,,,,,,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,104g,파리바게뜨,2,수집,2023-10-31,2025-04-08
D202-113000000-0069,크림빵_인생 딸기생크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,329,,5.71,17.14,,40.0,15.24,,,,,,238.0,,,,,,,,,23.81,5.71,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,105g,파리바게뜨,2,수집,2023-10-31,2025-04-08
